"","PassengerId","HomePlanet","CryoSleep","Cabin","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","Name","Transported"
"1950","2086_02","Europa","False","A/26/S","TRAPPIST-1e",19,"False",0,1342,0,152,556,"Aldera Wasterivel","True"
"5655","6014_01","Earth","False","E/395/S","TRAPPIST-1e",13,"False",28,396,367,0,0,"Heryle Hurchrisong","False"
"5971","6325_02","Earth","False","F/1209/S","TRAPPIST-1e",21,"False",0,541,0,143,0,"Sonard Beasleyes","False"
"1822","1946_01","Earth","False","G/313/P","TRAPPIST-1e",34,"False",0,0,53,731,0,"Rayley Castannison","False"
"4133","4408_01","Mars","True","F/906/P","TRAPPIST-1e",75,"False",0,0,0,0,0,"Pich Knike","True"
"2621","2805_01","Earth","False","F/582/P","TRAPPIST-1e",19,"False",0,0,366,268,0,"Allena Blacks","False"
"269","0291_01","Europa","False","D/10/S","TRAPPIST-1e",40,"False",0,6500,88,1090,0,"Castab Brakeril","True"
"6587","6950_01","Europa","True","B/265/S","55 Cancri e",19,"False",0,0,0,0,0,"Alurops Pringry","True"
"969","1027_03","Mars","False","F/211/P","TRAPPIST-1e",31,"False",231,0,NA,279,9,"Basps Dal","False"
"3825","4090_01","Mars","False","D/133/S","TRAPPIST-1e",46,"False",227,0,1546,3,2,"Honjay Ruica","True"
"2135","2291_01","Earth","","G/365/S","55 Cancri e",6,"False",0,0,0,NA,0,"Patoya Pittler","False"
"1909","2044_01","Earth","False","F/396/S","TRAPPIST-1e",27,"",0,0,634,1,23,"Breney Conleydenan","True"
"8441","9013_03","Earth","False","G/1461/P","55 Cancri e",0,"False",0,0,0,0,0,"Brancy Prestonard","True"
"7013","7457_01","Mars","False","E/496/S","TRAPPIST-1e",71,"False",1243,0,5,16,34,"Seat Fine","False"
"2579","2763_01","Earth","False","E/168/P","TRAPPIST-1e",31,"False",91,756,0,0,12,"Sony Reynoldez","True"
"8435","9009_01","Earth","True","G/1459/P","PSO J318.5-22",19,"False",0,0,0,0,0,"Dellia Shephendry","True"
"7532","8053_01","Mars","False","F/1663/P","TRAPPIST-1e",29,"False",1544,1,206,0,0,"Spix Burie","False"
"317","0352_01","Mars","False","F/78/P","TRAPPIST-1e",23,"False",2001,0,2975,0,0,"Hits Strad","False"
"2080","2231_01","Mars","False","E/159/S","TRAPPIST-1e",32,"False",2,416,26,510,0,"Hon Late","False"
"6263","6628_01","Earth","False","F/1381/P","TRAPPIST-1e",29,"False",0,0,272,394,50,"","False"
"3297","3542_01","Mars","True","F/669/S","TRAPPIST-1e",31,"False",0,0,0,0,0,"Beres Derry","True"
"6622","6984_03","Mars","False","F/1450/P","TRAPPIST-1e",19,"False",1962,0,1,641,0,"Cupers Hake","False"
"3079","3318_05","Europa","True","B/123/S","TRAPPIST-1e",36,"False",0,0,0,0,0,"Betenar Openduave","True"
"3119","3361_03","Mars","True","F/635/S","TRAPPIST-1e",18,"False",0,0,0,0,0,"Bakix Razo","True"
"3457","3715_04","Earth","True","G/602/P","TRAPPIST-1e",16,"False",0,0,0,0,0,"Hen Hubbarton","False"
"4645","4944_01","Europa","False","A/60/S","55 Cancri e",NA,"False",269,2171,2,2,0,"Hadirah Ainserfle","True"
"4266","4539_02","Earth","True","G/740/S","TRAPPIST-1e",15,"False",0,0,0,0,0,"Arla Carterson","True"
"8547","9126_01","Mars","True","E/600/S","TRAPPIST-1e",50,"False",0,0,0,0,0,"Hones Knie","True"
"7872","8398_01","Europa","True","B/329/S","TRAPPIST-1e",15,"False",0,0,0,0,0,"Asch Stradick","True"
"945","1006_01","Earth","False","E/74/S","TRAPPIST-1e",21,"False",0,0,0,0,791,"Velyne Summington","False"
"7927","8463_01","Earth","False","F/1630/S","55 Cancri e",24,"False",0,0,608,37,0,"Jeret Hoppernardy","False"
"617","0642_04","Europa","True","C/25/S","55 Cancri e",30,"False",0,0,0,0,0,"Tachir Kiling","True"
"5486","5854_01","Earth","False","F/1117/S","TRAPPIST-1e",36,"False",0,75,106,0,1903,"Molley Olshaffey","True"
"1250","1324_03","Earth","True","G/199/S","TRAPPIST-1e",43,"False",0,0,0,0,0,"Lewise Gilleyons","True"
"3551","3814_01","Europa","True","D/129/P","TRAPPIST-1e",57,"False",0,0,0,0,0,"Etair Calazy","True"
"1179","1246_01","Earth","False","G/185/P","TRAPPIST-1e",30,"False",0,192,0,565,0,"Valey Schmondez","False"
"7485","8007_01","Earth","False","G/1296/P","TRAPPIST-1e",26,"False",0,0,1,886,0,"Stace Gilleyons","False"
"5048","5395_01","Mars","False","D/173/P","TRAPPIST-1e",28,"False",4,0,2574,0,0,"Fruik Traie","True"
"6899","7306_01","Earth","False","E/471/P","55 Cancri e",26,"False",1,0,0,0,718,"Toniel Stroyledgez","True"
"968","1027_02","Mars","False","F/211/P","TRAPPIST-1e",46,"False",1454,0,81,38,0,"Anamse Dal","False"
"1861","1981_01","Earth","False","E/124/P","TRAPPIST-1e",27,"False",196,602,0,0,198,"Julion Cobson","False"
"2415","2592_01","Mars","False","D/75/P","TRAPPIST-1e",29,"True",803,0,0,58,0,"Conk Flé","False"
"6480","6834_01","Earth","True","G/1111/S","TRAPPIST-1e",23,"False",0,0,0,0,NA,"Sonald Coolez","True"
"4144","4427_01","Europa","False","D/141/S","55 Cancri e",39,"False",3,83,0,805,2983,"Coxaron Dedentive","False"
"6460","6816_06","Earth","True","G/1108/P","TRAPPIST-1e",9,"False",0,0,0,0,0,"Evey Ewiseston","True"
"5405","5769_02","Europa","True","B/194/P","55 Cancri e",19,"False",0,0,0,0,0,"Muonon Oppont","True"
"3536","3790_01","","True","G/620/P","TRAPPIST-1e",13,"False",0,NA,0,NA,0,"Trick Meyersones","True"
"7907","8449_01","Europa","False","C/317/S","55 Cancri e",32,"False",0,2154,0,9655,859,"Arrain Purellliss","False"
"2347","2527_01","Earth","True","G/405/S","PSO J318.5-22",38,"",0,0,0,0,0,"Dianie Brownings","True"
"5293","5647_03","Europa","False","C/178/P","TRAPPIST-1e",48,"False",0,NA,0,2851,1478,"Majoram Tachor","False"
"7292","7797_01","Earth","False","E/506/P","TRAPPIST-1e",44,"False",358,303,0,0,131,"Paulie Powenoble","False"
"4631","4932_02","Mars","True","F/1005/P","55 Cancri e",3,"False",0,0,0,0,0,"Cird Fisty","True"
"7507","8029_01","Earth","False","G/1298/S","TRAPPIST-1e",31,"False",779,0,3,57,0,"Coracy Gainebergan","False"
"3261","3497_01","Mars","False","D/113/P","TRAPPIST-1e",38,"True",66,0,991,0,0,"Stsan Nad","False"
"417","0453_03","Europa","True","B/14/S","TRAPPIST-1e",74,"False",0,0,0,0,0,"Wezena Taptiritty","True"
"5522","5886_01","Mars","False","F/1216/P","TRAPPIST-1e",24,"False",10,49,NA,1497,10,"Swack Fate","False"
"6632","6992_03","Earth","True","G/1131/P","TRAPPIST-1e",27,"False",0,0,0,0,0,"Murie Bakerrison","True"
"5721","6062_01","Mars","False","F/1254/P","TRAPPIST-1e",33,"False",301,0,501,0,1013,"Tous Sesa","False"
"1701","1806_01","Mars","False","E/138/S","TRAPPIST-1e",26,"False",0,0,0,0,0,"Goos Hotte","False"
"4714","5027_01","Earth","False","E/321/S","55 Cancri e",41,"False",4,737,0,51,0,"Noria Kiddley","False"
"3449","3713_01","Europa","True","C/133/S","TRAPPIST-1e",56,"False",0,0,0,0,0,"Alraida Trattle","True"
"7778","8303_01","Mars","False","F/1595/S","55 Cancri e",23,"False",218,0,2267,497,0,"Lios Stead","False"
"462","0501_01","Europa","False","E/32/P","TRAPPIST-1e",42,"False",0,929,967,NA,481,"Hadirk Spedlybood","False"
"5551","5919_01","Europa","False","A/55/P","55 Cancri e",26,"False",0,2427,15,5,0,"Phonons Heracker","True"
"6542","6905_02","Earth","False","E/460/S","TRAPPIST-1e",15,"False",0,0,0,938,44,"Lilasa Acobson","False"
"6345","6709_01","Earth","True","G/1092/S","TRAPPIST-1e",22,"False",0,0,0,0,NA,"Lanedy Antoshipson","True"
"5332","5698_02","Earth","False","G/923/S","TRAPPIST-1e",26,"False",178,0,3,0,704,"","True"
"2464","2645_01","Europa","False","C/95/S","TRAPPIST-1e",55,"False",0,815,1558,3,1334,"Alrais Fordulgaug","True"
"2315","2496_01","Earth","False","F/481/S","TRAPPIST-1e",25,"False",64,0,0,660,0,"Ireen Goody","False"
"4033","4305_03","Earth","True","G/707/P","PSO J318.5-22",21,"False",0,0,0,0,0,"Noria Carezquez","True"
"696","0726_01","Earth","True","G/111/P","TRAPPIST-1e",20,"False",0,0,0,0,0,"Verly Fitzgerson","False"
"8584","9161_02","Earth","True","G/1493/P","TRAPPIST-1e",36,"False",0,0,NA,0,0,"Luzel Lopelases","True"
"149","0169_01","Earth","True","G/23/P","TRAPPIST-1e",31,"False",0,0,0,0,0,"Wandy Fisherry","False"
"5131","5479_01","Earth","True","G/881/S","55 Cancri e",36,"False",0,0,0,0,0,"Timyra Romason","True"
"7195","7688_01","Earth","False","G/1233/P","TRAPPIST-1e",0,"False",0,0,0,0,0,"Rice Harrenoldez","False"
"8254","8816_04","Europa","True","B/340/S","55 Cancri e",29,"False",0,0,0,0,0,"Astab Diouselt","True"
"1747","1860_01","Europa","False","A/13/P","TRAPPIST-1e",35,"True",0,1,0,0,3156,"Caiah Headfair","False"
"7677","8194_01","Earth","False","F/1567/S","TRAPPIST-1e",18,"False",0,0,662,30,0,"Hary Puckenton","True"
"5768","6111_02","Europa","False","A/58/P","TRAPPIST-1e",32,"False",0,0,0,4588,0,"Fomalik Folumorly","False"
"400","0437_02","Earth","False","F/78/S","PSO J318.5-22",40,"False",7,0,840,26,0,"Debora Oneiles","False"
"201","0220_05","Earth","False","F/48/P","TRAPPIST-1e",16,"False",0,3,0,0,1099,"Velyne Wilsoney","False"
"4862","5187_01","","False","E/324/P","TRAPPIST-1e",20,"False",949,0,0,5,0,"Ranuts Mellé","False"
"3557","3821_01","Earth","False","","PSO J318.5-22",NA,"False",0,2,0,0,867,"Violan Mcphernard","False"
"4425","4696_01","Mars","True","F/883/S","TRAPPIST-1e",39,"False",0,0,0,0,0,"Gice Bre","True"
"419","0454_02","Europa","True","B/15/S","TRAPPIST-1e",42,"False",0,0,0,0,0,"Etair Fushausive","True"
"4066","4340_01","Earth","False","F/815/S","TRAPPIST-1e",22,"False",0,0,945,0,4,"Pamiea Georgasey","True"
"8371","8955_01","Earth","False","F/1837/P","TRAPPIST-1e",31,"False",0,1524,0,0,0,"Felice Trankliney","False"
"7025","7479_01","Mars","True","F/1429/S","TRAPPIST-1e",34,"False",0,0,0,0,0,"Muffs Berte","True"
"4708","5018_01","Earth","True","G/812/P","TRAPPIST-1e",13,"False",0,0,0,0,0,"Shanie Pooles","True"
"7442","7955_01","Earth","False","G/1288/P","TRAPPIST-1e",21,"False",640,0,144,104,0,"Aude Jorden","False"
"4952","5278_01","Europa","True","B/203/S","55 Cancri e",37,"False",0,0,0,0,0,"Menkin Subateful","True"
"3763","4019_01","Earth","False","E/245/P","55 Cancri e",59,"False",258,377,5,0,0,"Jimen Lerez","True"
"1228","1304_05","Earth","True","E/82/P","TRAPPIST-1e",37,"False",0,0,0,0,0,"Moniey Powenoble","False"
"8196","8760_01","Earth","False","F/1696/S","",22,"False",804,0,0,0,0,"Tance Alvasquez","False"
"6736","7104_01","","False","C/228/P","TRAPPIST-1e",57,"False",906,22,0,8293,391,"Taurah Regmansidy","False"
"8290","8852_02","Mars","False","D/278/P","TRAPPIST-1e",41,"True",22,484,354,0,0,"Toats Homin","False"
"1675","1774_01","Mars","True","E/135/S","TRAPPIST-1e",30,"False",0,0,0,0,0,"Anakes Canie","True"
"1581","1672_01","Earth","False","F/318/S","TRAPPIST-1e",29,"False",7,0,0,797,0,"Elicia Solivers","False"
"8679","9267_01","Europa","True","E/607/S","TRAPPIST-1e",21,"False",0,0,0,0,0,"Arraid Opshaft","True"
"5832","6173_01","Europa","True","B/208/P","TRAPPIST-1e",23,"False",0,0,NA,0,0,"","True"
"3243","3485_02","Europa","True","E/237/S","TRAPPIST-1e",24,"False",0,0,0,0,0,"Ankabih Tradve","True"
"3276","3519_02","Earth","True","G/577/P","TRAPPIST-1e",0,"False",0,0,0,0,0,"Kenny Swanardy","True"
"5799","6138_01","Mars","False","E/406/S","TRAPPIST-1e",NA,"False",236,699,332,31,0,"Mos Frie","True"
"2486","2666_01","Mars","True","E/184/S","TRAPPIST-1e",28,"False",0,0,0,0,0,"Rank Curle","False"
"4153","4437_01","Earth","True","G/725/S","TRAPPIST-1e",20,"False",0,0,0,0,0,"Idacey Cartz","True"
"3701","3974_02","Earth","True","G/652/S","TRAPPIST-1e",3,"False",0,0,0,0,0,"Janee Davens","True"
"2133","2288_01","Earth","False","E/163/S","TRAPPIST-1e",22,"False",12,746,802,58,0,"Dia Figuez","False"
"900","0969_01","Mars","True","F/202/P","TRAPPIST-1e",44,"False",0,0,0,0,0,"Lar Emone","True"
"1091","1155_01","Earth","False","F/233/P","TRAPPIST-1e",26,"False",131,799,0,0,16,"","False"
"672","0701_01","Europa","True","D/25/S","TRAPPIST-1e",33,"False",0,0,0,0,0,"Menkibi Voliat","True"
"4504","4786_01","Europa","True","B/160/P","TRAPPIST-1e",46,"True",0,0,0,0,0,"Enibah Dratembid","True"
"1050","1116_02","Earth","","","TRAPPIST-1e",36,"False",0,3011,0,0,98,"Evane Barnolaney","True"
"7320","7833_01","Europa","False","B/305/S","55 Cancri e",34,"False",0,3424,6,2445,1128,"Ainkard Spandisket","False"
"6580","6943_01","Europa","True","B/262/S","55 Cancri e",57,"False",0,0,0,0,0,"Mirakis Dynatic","True"
"7690","8204_02","Europa","False","E/541/S","TRAPPIST-1e",30,"False",209,157,2566,171,472,"Terion Distured","False"
"1788","1901_01","Europa","True","A/14/P","55 Cancri e",42,"False",0,0,0,0,0,"Castork Tractive","True"
"3609","3874_01","Earth","False","G/631/S","TRAPPIST-1e",NA,"False",86,218,0,0,479,"Clindy Lambleyoun","False"
"2470","2647_01","Earth","False","F/547/P","TRAPPIST-1e",24,"False",0,0,0,636,68,"Janney Johnsby","False"
"2977","3218_03","Earth","False","G/510/S","TRAPPIST-1e",1,"False",0,0,0,0,0,"Wena Bardinard","False"
"5018","5360_01","Mars","True","F/1100/P","TRAPPIST-1e",38,"False",0,0,0,0,0,"Morms Nake","True"
"4822","5142_02","Mars","False","F/1050/P","TRAPPIST-1e",20,"False",859,3,0,939,0,"Bler Cre","False"
"2999","3241_01","Earth","True","G/525/P","TRAPPIST-1e",NA,"False",0,0,0,0,0,"Benny Hickley","False"
"5904","6262_01","Mars","True","F/1293/P","TRAPPIST-1e",22,"False",0,0,0,0,0,"Jetax Pane","True"
"8150","8712_01","Mars","True","F/1792/P","TRAPPIST-1e",14,"",0,0,0,0,0,"Blesh Snoff","True"
"386","0427_01","Europa","False","E/26/P","TRAPPIST-1e",31,"False",417,NA,7185,562,792,"Algor Efulows","True"
"1705","1811_01","Earth","True","G/285/S","PSO J318.5-22",25,"False",0,0,0,0,0,"Gerry Georgasey","True"
"6610","6972_01","","False","G/1126/P","TRAPPIST-1e",21,"False",0,0,0,43,667,"Terina Jenson","False"
"4779","5097_02","Earth","False","G/823/P","TRAPPIST-1e",25,"False",0,181,671,0,0,"Nandy Peterstarks","True"
"6892","7298_01","Earth","","F/1510/P","TRAPPIST-1e",24,"False",185,0,478,29,0,"Blanda Blangibson","True"
"795","0834_01","Earth","False","F/173/P","TRAPPIST-1e",31,"False",0,0,0,838,27,"Garry Pacerty","False"
"4430","4708_01","Mars","False","E/304/S","TRAPPIST-1e",26,"False",0,25,13,11,998,"","False"
"3412","3677_01","Earth","False","F/694/S","PSO J318.5-22",24,"False",105,0,37,518,0,"Glenna Valezaley","False"
"1697","1802_01","Earth","False","E/109/P","TRAPPIST-1e",33,"False",0,0,2,787,1,"Alley Brantuarez","False"
"7873","8398_02","Europa","True","B/329/S","",41,"False",0,0,0,0,0,"Aldus Stradick","True"
"622","0646_01","Europa","True","C/26/S","55 Cancri e",38,"False",0,0,0,0,0,"Errim Trattle","True"
"7245","7746_01","Europa","True","","55 Cancri e",NA,"False",0,0,0,0,0,"Antinon Patoetic","True"
"7227","7720_01","Earth","False","F/1606/P","55 Cancri e",53,"False",0,0,754,46,0,"Eilan Russelloyd","False"
"2972","3216_02","Earth","True","G/509/S","55 Cancri e",22,"False",0,0,0,0,0,"Jennyn Haydenzier","True"
"1938","2073_01","Earth","False","F/401/S","TRAPPIST-1e",23,"False",177,0,7,0,448,"Landa Rivanseney","False"
"7036","7494_01","Earth","False","E/487/P","TRAPPIST-1e",53,"False",2,794,425,0,397,"Lynnon Sellahaney","False"
"8519","9085_03","Europa","True","A/95/P","TRAPPIST-1e",57,"False",0,0,0,0,0,"Atrix Hometerval","True"
"3058","3300_02","Mars","False","F/688/P","TRAPPIST-1e",47,"False",378,0,117,1147,132,"Quan Fla","False"
"7516","8036_02","Earth","False","F/1537/S","TRAPPIST-1e",35,"False",0,0,62,0,891,"Brene Maldon","False"
"8050","8606_03","Earth","False","E/563/S","TRAPPIST-1e",26,"False",0,0,148,551,89,"Gordo Wolffy","False"
"3481","3744_01","Mars","False","E/249/S","PSO J318.5-22",34,"True",0,490,869,0,0,"Denuts Ropie","True"
"4848","5173_01","Mars","True","F/1057/P","TRAPPIST-1e",19,"False",0,0,0,0,0,"Supies Biba","True"
"213","0222_03","Mars","True","E/14/S","TRAPPIST-1e",16,"False",0,0,0,0,0,"Grake Perte","True"
"1884","2009_03","Europa","True","B/59/P","55 Cancri e",40,"False",0,0,0,0,0,"Gluebah Contery","True"
"8556","9132_02","Mars","False","F/1871/P","TRAPPIST-1e",28,"False",1789,16,3,10,1,"Pil Ancy","False"
"7563","8083_01","Earth","False","F/1669/P","TRAPPIST-1e",18,"False",595,134,7,0,0,"Chrisa Wolferton","False"
"1940","2074_02","Europa","False","D/69/S","TRAPPIST-1e",23,"False",9,4081,0,0,16,"Mergas Alaring","True"
"3813","4071_02","Europa","True","B/127/P","55 Cancri e",22,"False",0,0,NA,0,NA,"Tachir Watuald","True"
"2950","3195_06","Earth","True","G/505/S","TRAPPIST-1e",9,"False",0,0,0,0,0,"Violan Litthews","False"
"2768","2982_01","Europa","True","B/111/S","55 Cancri e",33,"False",0,0,0,0,0,"Tarino Unrespery","True"
"5456","5816_01","Earth","False","G/937/P","TRAPPIST-1e",31,"False",1,0,7,0,387,"Armene Vines","True"
"5147","5496_01","Earth","True","G/882/P","55 Cancri e",22,"False",0,0,0,0,0,"Wayney Charryerry","True"
"8636","9217_01","Earth","False","E/604/S","55 Cancri e",31,"False",15,679,89,6,0,"Jasony Mckinsond","True"
"5227","5575_01","Mars","False","F/1156/P","TRAPPIST-1e",44,"False",583,0,222,0,1560,"Bares Nacke","False"
"7377","7888_01","Earth","False","E/518/S","TRAPPIST-1e",29,"False",37,0,644,0,177,"Erie Woodwinez","True"
"3546","3807_01","Earth","True","G/623/S","TRAPPIST-1e",18,"False",0,0,0,0,0,"Benew Barnolaney","True"
"1839","1963_01","Earth","False","F/391/P","TRAPPIST-1e",43,"False",0,0,0,1200,17,"Aarone Fowlaney","False"
"1248","1324_01","Earth","True","G/199/S","55 Cancri e",2,"False",0,0,0,0,0,"Carona Gilleyons","False"
"3822","4083_01","Europa","False","C/146/S","TRAPPIST-1e",21,"False",0,6190,1828,7,35,"Tauvaah Clarty","True"
"933","0994_01","Earth","True","G/153/S","TRAPPIST-1e",47,"False",0,0,0,0,0,"Ellene Wartyson","False"
"7979","8536_01","Europa","False","E/559/S","55 Cancri e",28,"False",0,101,0,0,12143,"Mesatik Plattering","False"
"4945","5271_01","Earth","False","F/1075/P","TRAPPIST-1e",28,"False",89,3,571,258,0,"Kimmie Thony","False"
"835","0893_01","Earth","True","G/129/P","55 Cancri e",32,"False",0,0,0,0,0,"Rica Barris","True"
"295","0326_01","Earth","True","G/47/S","TRAPPIST-1e",29,"False",0,0,0,0,0,"Charly Edwartizman","False"
"1637","1731_02","Earth","False","G/281/P","55 Cancri e",20,"False",1,808,0,0,0,"Lestie Santry","True"
"1702","1807_01","Europa","False","B/58/P","55 Cancri e",30,"False",0,3722,4,140,4045,"Ainor Ingetrody","False"
"4176","4456_01","Earth","False","F/916/P","TRAPPIST-1e",23,"False",0,10,159,NA,125,"Arl Wagnerray","True"
"4365","4645_02","Europa","True","B/184/S","TRAPPIST-1e",NA,"False",0,0,0,0,0,"Okula Bacistion","True"
"6844","7232_01","Europa","False","B/240/P","TRAPPIST-1e",51,"False",0,980,273,2775,419,"Auvair Seatearing","False"
"813","0863_03","Earth","True","G/129/S","TRAPPIST-1e",6,"False",0,0,0,0,0,"Rald Walkerez","False"
"5561","5927_01","Europa","False","B/201/P","55 Cancri e",24,"False",0,2421,0,725,2300,"Duhrak Sysilstict","False"
"4518","4798_02","Mars","True","F/975/P","TRAPPIST-1e",0,"False",0,0,0,NA,0,"Muld Terry","True"
"5302","5661_01","Earth","False","E/355/P","PSO J318.5-22",43,"False",635,53,0,3,0,"Elany Ellahan","True"
"8222","8786_01","Europa","True","B/284/P","55 Cancri e",59,"False",0,0,0,0,0,"Sadir Fringearty","True"
"8140","8695_01","Mars","False","F/1683/S","TRAPPIST-1e",40,"False",76,0,1169,0,64,"Apench Seen","True"
"44","0044_01","Earth","True","G/3/P","TRAPPIST-1e",55,"False",0,0,0,0,0,"Jodye Coopelandez","False"
"7048","7504_01","Earth","False","F/1552/P","TRAPPIST-1e",30,"False",0,2,0,690,86,"","False"
"8067","8623_01","Earth","False","","TRAPPIST-1e",15,"False",9,731,85,0,537,"Vandy Hoffergess","False"
"8492","9072_03","Mars","False","F/1758/S","TRAPPIST-1e",23,"False",455,10,591,232,0,"Stoate Creke","False"
"3563","3831_01","Mars","False","D/123/S","TRAPPIST-1e",73,"False",799,0,190,68,0,"Pikes Nan","False"
"7788","8315_01","Earth","False","F/1598/S","TRAPPIST-1e",21,"False",380,177,161,0,85,"Lette Mcneiley","False"
"6780","7157_02","Mars","False","D/219/S","TRAPPIST-1e",33,"False",1631,0,754,0,0,"Terek Must","False"
"834","0890_01","Mars","False","F/184/P","TRAPPIST-1e",16,"False",172,NA,338,9,0,"","False"
"1691","1799_01","Earth","False","G/295/P","TRAPPIST-1e",19,"",5,639,0,84,180,"Shalle Leonaldez","False"
"2968","3212_01","Earth","False","E/212/S","TRAPPIST-1e",24,"False",180,264,0,1225,0,"Philia Bellarkerd","False"
"3739","4005_03","Earth","False","G/657/P","TRAPPIST-1e",4,"False",0,0,0,0,0,"Cliney Castannison","False"
"2001","2137_01","Mars","True","F/423/P","TRAPPIST-1e",27,"False",0,0,0,0,0,"Lopedo Ruité","True"
"3314","3559_01","Mars","False","D/116/P","TRAPPIST-1e",27,"False",249,0,65,812,55,"Sug Jaflé","False"
"827","0879_01","Earth","False","","TRAPPIST-1e",46,"False",784,0,0,0,4,"Therta Lanks","False"
"3235","3476_03","Earth","False","G/571/P","55 Cancri e",0,"False",0,0,0,NA,0,"","True"
"2712","2905_01","Earth","False","G/462/S","55 Cancri e",24,"False",489,0,NA,0,0,"Lloyde Parsoney","False"
"2217","2375_01","Earth","False","G/383/P","55 Cancri e",22,"False",0,0,659,94,0,"Jeroy Franankson","True"
"3713","3992_01","Earth","False","F/756/S","PSO J318.5-22",51,"False",0,0,10,1098,0,"Sta Barrelliver","False"
"5734","6075_01","Europa","True","B/206/P","TRAPPIST-1e",26,"False",0,0,0,0,0,"Wasalm Sofraten","True"
"3006","3255_01","Earth","True","G/517/S","PSO J318.5-22",20,"False",0,0,0,0,0,"Fayel Morandry","True"
"528","0564_01","Europa","True","B/24/P","55 Cancri e",32,"False",0,0,0,0,0,"Bath Dinsprody","True"
"7030","7486_01","Earth","False","G/1210/P","55 Cancri e",14,"False",0,184,16,1234,0,"Katen Vandez","False"
"1721","1829_03","Europa","False","D/56/P","TRAPPIST-1e",22,"False",0,8882,21,2204,19,"Luxion Clumshangs","True"
"2485","2664_01","Mars","True","E/183/S","PSO J318.5-22",71,"False",0,0,0,0,0,"Kris Swin","True"
"8130","8683_01","Earth","False","F/1679/S","PSO J318.5-22",42,"False",51,6,87,21,404,"Dandra Prinson","False"
"2662","2853_01","Earth","False","F/544/S","TRAPPIST-1e",20,"False",56,757,111,0,0,"Lonnez Browlerson","True"
"5726","6066_02","Europa","False","C/226/S","55 Cancri e",55,"False",8142,8,0,1481,0,"Terion Mallisly","False"
"1579","1670_02","Earth","True","G/269/P","TRAPPIST-1e",44,"False",0,0,0,0,0,"Jordy Sancasey","False"
"4938","5264_01","Earth","True","G/858/S","TRAPPIST-1e",21,"False",0,0,0,0,0,"Joyces Vinozarks","True"
"4845","5167_01","Earth","False","F/990/S","TRAPPIST-1e",47,"False",1,17,0,1069,0,"Joana Crayeson","False"
"3745","4006_01","Earth","True","G/660/S","55 Cancri e",14,"",0,0,0,0,0,"Hilly Wolfaddox","True"
"7765","8288_01","Mars","False","D/259/P","TRAPPIST-1e",NA,"False",1852,0,870,0,7,"Rooses Sache","False"
"7784","8310_01","Europa","True","E/545/S","55 Cancri e",36,"False",0,0,0,0,0,"Azhah Hiebox","True"
"1299","1380_01","Europa","False","C/53/S","55 Cancri e",42,"False",0,21,0,2735,3604,"Quarke Fuleng","False"
"779","0817_01","Earth","True","G/119/P","TRAPPIST-1e",20,"False",0,0,0,0,0,"Carona Baxters","False"
"2449","2626_01","Earth","False","F/543/P","TRAPPIST-1e",19,"False",232,0,479,0,5,"Tarah Barks","False"
"456","0490_01","Earth","True","G/71/S","TRAPPIST-1e",14,"False",0,0,0,0,0,"Hanne Kirklander","True"
"9","0007_01","Earth","False","F/3/S","TRAPPIST-1e",35,"False",0,785,17,216,0,"Andona Beston","True"
"4018","4291_01","Earth","True","G/701/S","TRAPPIST-1e",36,"False",0,0,0,0,0,"Anthia Briggins","False"
"7607","8129_02","Earth","False","G/1313/P","TRAPPIST-1e",4,"False",0,0,0,0,0,"Frey Casonston","True"
"7073","7525_01","Europa","False","C/279/S","TRAPPIST-1e",27,"False",390,1377,0,2809,4914,"Canonon Retefule","False"
"4212","4485_02","Mars","False","F/922/P","TRAPPIST-1e",35,"False",1219,0,1742,740,0,"Mos Tirte","False"
"6627","6990_01","Earth","False","","PSO J318.5-22",21,"False",1,22,0,649,2,"Lison Franton","False"
"5079","5424_01","Mars","False","F/1117/P","PSO J318.5-22",13,"False",358,65,599,676,0,"Chtios Dal","False"
"3199","3444_01","Europa","False","B/131/S","55 Cancri e",33,"False",0,27071,0,15,0,"Ainoxa Scerodbox","True"
"8185","8750_01","Earth","False","F/1804/P","TRAPPIST-1e",18,"False",24,753,0,0,0,"Eriey Carlsonney","False"
"640","0668_01","Earth","False","F/142/P","TRAPPIST-1e",45,"False",0,25,87,989,482,"Rician Torrez","False"
"1395","1460_02","Earth","True","G/230/P","PSO J318.5-22",13,"False",0,0,0,0,0,"Eduana Williotters","True"
"5371","5736_01","Earth","","F/1189/P","TRAPPIST-1e",23,"False",1,NA,1,0,618,"Ton Maynardner","False"
"1947","2084_02","Europa","True","A/16/P","TRAPPIST-1e",NA,"False",0,0,0,0,0,"Dyonon Boltund","True"
"3171","3419_01","Mars","False","D/108/P","TRAPPIST-1e",47,"False",2267,0,117,0,0,"Blus Danad","False"
"8087","8641_01","Mars","False","F/1667/S","TRAPPIST-1e",3,"False",0,0,0,0,0,"Cint Mille","True"
"8651","9227_04","Earth","True","G/1498/P","TRAPPIST-1e",0,"False",0,0,0,0,0,"Robyny Hinglendez","True"
"1971","2104_02","Earth","False","","TRAPPIST-1e",26,"False",0,0,0,0,0,"Brinez Bootez","False"
"4210","4483_02","Mars","False","D/151/P","TRAPPIST-1e",63,"False",3087,0,60,2,0,"Fowoos Tepie","False"
